valor_transacao,hora_transacao,dia_semana,qtd_transacoes_24h,tempo_desde_ultima_transacao_min,distancia_localizacao_km,idade_conta_dias,qtd_dispositivos_distintos,score_credito,renda_mensal_estimada,qtd_transacoes_mes,media_valor_transacao_30d,desvio_valor_media,mesmo_destinatario_recente,tipo_chave_pix,tentativas_senha_errada,usa_vpn,transacao_internacional,valor_acumulado_24h,razao_valor_renda,fraude
227.67,11,1,6,5.8,13.94,506,2,615.0,4781.16,29,243.9,-0.07,1,0,0,1,0,707.49,0.05,0
52.67,7,1,2,75.0,7.03,362,2,750.0,8419.86,30,49.79,0.06,1,1,0,0,0,57.7,0.01,0
35.73,10,6,2,14.63,15.38,827,1,731.0,5498.51,20,30.97,0.15,0,0,0,0,0,38.61,0.01,0
272.15,11,0,9,9.58,88.27,436,3,439.0,10633.96,16,84.17,2.21,0,3,1,1,1,2014.83,0.03,1
5.13,15,4,4,122.98,2.14,580,1,739.0,3530.76,29,5.39,-0.04,0,1,0,0,0,6.49,0.0,0
86.52,10,1,3,129.69,2.45,656,1,596.0,1500.0,24,46.35,0.85,1,3,0,0,0,111.54,0.06,0
186.97,10,3,0,140.28,18.58,400,1,658.0,2246.84,22,195.87,-0.05,1,1,0,0,0,0.0,0.08,0
1375.98,17,2,3,298.04,2.04,431,2,766.0,,25,1567.47,-0.12,1,3,1,0,0,1340.23,0.22,0
42.79,10,2,7,116.75,3.69,726,1,714.0,8548.68,31,58.12,-0.26,0,1,0,0,0,103.55,0.01,0
178.35,12,4,0,207.89,4.84,997,1,564.0,3590.78,24,233.42,-0.23,1,1,0,0,0,0.0,0.05,0
579.05,15,2,2,137.62,0.66,631,3,603.0,2738.19,26,711.4,-0.19,1,0,0,0,0,401.12,0.21,0
27.36,14,0,3,213.17,1.99,420,1,497.0,2818.47,27,20.31,0.33,1,1,0,0,1,62.28,0.01,0
68.84,10,3,7,54.89,12.57,437,1,610.0,3332.52,28,36.72,0.85,0,1,0,0,0,153.44,0.02,0
111.21,14,6,6,20.38,3.29,372,2,772.0,5119.27,27,129.7,-0.14,1,0,0,0,0,520.59,0.02,0
309.61,13,1,2,115.11,4.04,600,2,744.0,6273.66,26,248.39,0.25,0,2,0,0,1,338.33,0.05,0
255.72,9,3,5,554.04,4.56,853,1,584.0,5691.95,17,375.94,-0.32,1,1,0,0,0,816.6,0.04,0
223.22,10,1,6,15.53,3.41,650,3,656.0,1763.4,27,270.32,-0.17,1,2,0,0,0,786.5,0.13,0
105.13,7,0,5,185.51,1.66,641,3,464.0,8446.2,23,105.13,0.0,1,3,1,0,0,321.34,0.01,0
124.09,11,3,6,57.13,15.34,580,1,832.0,1711.1,39,115.18,0.08,1,3,0,0,0,475.81,0.07,0
711.72,12,3,2,21.0,12.04,672,3,,5349.34,20,965.2,-0.26,1,0,0,0,0,961.52,0.13,0
40.05,16,3,3,20.58,0.44,356,1,742.0,5548.92,35,25.31,0.56,1,1,0,0,0,63.99,0.01,0
69.16,8,6,2,200.67,4.73,857,3,612.0,2555.64,28,58.96,0.17,1,1,0,0,0,51.26,0.03,0
48.67,10,3,4,46.43,5.77,335,1,619.0,2092.52,30,35.34,0.37,1,1,0,0,0,155.26,0.02,0
12.98,9,4,1,179.65,9.59,1134,1,732.0,1894.09,20,16.42,-0.2,1,2,0,0,0,7.83,0.01,0
530.08,14,4,3,47.29,1.82,1157,3,777.0,10557.31,22,685.54,-0.23,1,3,0,0,0,830.23,0.05,0
17.12,14,5,4,27.96,2.22,744,1,673.0,4863.99,20,10.56,0.57,1,0,0,0,0,21.12,0.0,0
19.62,11,6,6,65.6,4.23,166,1,803.0,3742.5,21,14.4,0.34,1,0,0,0,0,48.05,0.01,0
312.95,15,6,2,36.13,1.38,450,1,685.0,5059.89,32,245.2,0.28,1,0,0,0,0,345.17,0.06,0
32.63,9,5,1,9.24,9.1,276,2,741.0,2570.63,17,26.69,0.21,0,0,0,0,0,13.51,0.01,0
250.64,15,0,4,238.4,20.84,900,3,710.0,1645.25,30,263.42,-0.05,1,2,0,0,0,382.3,0.15,0
38.77,10,3,5,47.28,7.62,369,1,634.0,3109.42,23,57.52,-0.32,1,0,0,0,0,117.42,0.01,0
298.36,2,4,10,3.48,101.04,48,3,585.0,2258.5,10,104.26,1.84,0,3,2,0,1,1844.44,0.13,1
727.15,10,5,5,44.12,2.17,556,1,767.0,2588.02,29,846.5,-0.14,0,0,1,0,0,1739.38,0.28,0
174.56,10,2,4,131.86,7.66,812,1,626.0,8111.35,26,229.06,-0.24,0,3,0,0,0,471.76,0.02,0
48.87,6,5,2,96.24,24.51,1085,1,649.0,3509.07,21,70.06,-0.3,0,0,0,0,0,38.21,0.01,0
28.1,12,1,7,47.1,6.3,169,1,800.0,4233.31,20,15.96,0.72,0,0,0,1,0,117.45,0.01,0
555.77,11,6,2,12.26,21.71,209,2,510.0,1619.05,8,72.02,6.63,0,1,5,1,0,865.37,0.34,1
79.15,15,4,4,149.27,1.03,329,1,638.0,5313.81,21,109.29,-0.27,0,2,0,0,0,168.8,0.01,0
82.2,17,1,6,169.4,3.65,842,3,598.0,4263.83,27,118.18,-0.3,1,1,1,0,0,205.74,0.02,0
66.19,10,4,7,316.57,1.24,274,1,579.0,3324.15,30,45.7,0.44,1,1,0,0,0,165.96,0.02,0
109.16,8,3,3,6.98,6.6,996,1,739.0,4095.05,24,104.56,0.04,0,1,0,0,0,238.52,0.03,0
29.15,16,3,3,48.03,0.9,279,1,738.0,1500.0,22,20.59,0.4,0,2,0,0,0,32.09,0.02,0
26.17,8,3,4,530.94,1.19,423,1,784.0,1500.0,26,19.02,0.36,1,1,0,0,0,68.91,0.02,0
15.99,21,2,3,28.08,22.84,434,1,540.0,1574.62,19,9.55,0.61,1,0,0,0,0,23.3,0.01,0
16.06,7,0,7,155.97,22.63,226,1,675.0,3943.75,25,24.03,-0.32,1,2,0,0,0,43.05,0.0,0
7.49,11,2,1,187.03,19.61,455,2,722.0,5516.5,22,10.02,-0.23,0,0,0,0,0,3.58,0.0,0
99.42,13,0,4,70.35,6.99,311,2,833.0,4057.59,36,63.84,0.55,1,0,0,0,0,239.43,0.02,0
140.9,9,4,2,63.3,18.91,631,1,666.0,4399.91,25,195.79,-0.28,1,2,0,0,0,190.78,0.03,0
5.0,12,3,5,21.53,2.98,271,3,653.0,3079.94,29,7.22,-0.27,1,1,0,0,0,11.14,0.0,0
584.38,10,1,2,56.42,,250,2,,1768.24,27,834.03,-0.3,1,0,0,0,0,924.62,0.33,0
264.05,12,1,4,314.02,24.86,738,2,598.0,2572.37,27,381.72,-0.31,1,1,0,0,0,448.23,0.1,0
292.26,2,5,11,23.42,43.87,174,5,544.0,1611.69,13,60.57,3.76,0,3,2,0,0,3546.19,0.18,1
690.32,7,3,4,208.41,16.66,335,3,848.0,1839.3,28,356.99,0.93,0,0,1,0,0,1311.54,0.38,0
24.6,10,1,2,77.16,2.73,284,2,838.0,2106.64,28,34.16,-0.27,1,2,0,0,0,32.82,0.01,0
27.82,7,0,6,103.56,11.45,773,2,727.0,4778.85,21,35.79,-0.22,1,2,0,0,0,95.86,0.01,0
18.62,9,3,6,29.27,0.2,179,1,659.0,3245.59,23,14.9,0.23,1,0,0,0,0,45.92,0.01,0
266.33,7,1,2,68.43,13.07,568,2,599.0,4446.42,27,200.47,0.33,1,2,0,1,0,187.85,0.06,0
30.15,8,1,5,177.94,8.11,236,1,626.0,1500.0,27,23.23,0.29,0,1,0,0,0,92.62,0.02,0
333.8,11,0,5,201.09,8.21,688,1,669.0,2718.1,32,455.14,-0.27,1,3,0,0,0,1287.27,0.12,0
182.65,9,3,5,53.96,8.2,841,2,541.0,3518.92,21,137.58,0.33,1,0,0,0,0,484.74,0.05,0
47.67,8,0,3,284.75,0.47,285,1,761.0,3558.14,24,52.81,-0.1,1,1,0,0,0,70.97,0.01,0
86.36,15,2,2,27.59,3.07,885,1,616.0,3293.94,28,126.48,-0.31,1,0,0,0,1,70.36,0.03,0
2859.49,8,3,14,,204.41,81,3,407.0,6699.9,15,978.61,1.92,0,3,2,1,1,32732.46,0.43,1
100.0,8,6,7,22.34,24.29,358,4,403.0,2983.47,19,34.92,1.81,0,3,4,1,1,738.3,0.03,1
139.62,11,3,5,207.63,7.59,652,3,720.0,3363.25,28,118.19,0.18,0,2,0,0,0,427.07,0.04,0
42.4,21,1,3,165.82,3.03,563,1,633.0,2378.39,17,48.69,-0.13,1,2,0,0,0,47.14,0.02,0
262.73,16,4,2,22.36,6.66,495,2,616.0,7868.43,21,149.55,0.75,0,1,1,0,0,310.75,0.03,0
136.97,9,0,1,84.13,25.87,928,2,664.0,5449.28,21,195.26,-0.3,0,0,0,0,0,56.59,0.03,0
280.07,10,3,0,75.25,1.63,441,1,803.0,4433.34,31,342.29,-0.18,0,0,0,0,0,0.0,0.06,0
90.82,8,2,2,278.84,17.78,743,3,649.0,2447.49,26,94.1,-0.03,0,3,0,0,0,67.19,0.04,0
94.28,15,1,7,137.14,6.39,154,1,761.0,5714.4,25,81.06,0.16,0,1,0,0,1,269.12,0.02,0
28.1,7,0,5,19.64,3.66,433,1,636.0,5319.63,25,29.03,-0.03,0,1,1,0,1,92.14,0.01,0
33.31,8,0,3,28.42,2.84,359,1,671.0,3592.42,22,20.9,0.57,1,1,0,0,0,35.78,0.01,0
55.38,14,6,3,57.21,2.08,764,2,539.0,2464.88,25,60.94,-0.09,1,2,0,0,0,117.72,0.02,0
88.28,11,2,5,1.0,2.01,423,2,563.0,2772.4,28,69.77,0.26,1,0,0,0,0,349.63,0.03,0
52.93,13,0,5,45.26,4.45,1123,1,,1693.98,23,37.6,0.4,1,1,0,0,0,144.79,0.03,0
14.31,9,1,1,82.64,7.06,1274,1,718.0,1952.86,25,20.14,-0.28,1,3,0,0,0,4.56,0.01,0
572.8,13,6,3,129.4,6.59,830,2,584.0,18235.98,21,786.96,-0.27,1,0,0,0,0,643.01,0.03,0
516.32,20,2,5,10.39,0.16,594,2,694.0,5969.36,29,722.92,-0.29,0,1,0,0,0,880.84,0.09,0
375.97,17,5,7,47.55,0.02,338,2,657.0,2639.34,24,428.56,-0.12,0,2,0,0,0,1681.38,0.14,0
61.12,21,5,6,110.96,13.2,762,1,576.0,4735.91,24,83.79,-0.27,0,0,0,0,0,263.51,0.01,0
158.82,15,1,3,357.22,3.12,373,1,772.0,6417.08,14,79.98,0.97,1,0,0,0,0,290.64,0.02,0
162.34,12,2,2,113.35,5.87,481,2,793.0,5587.38,24,87.17,0.85,1,2,0,0,0,231.84,0.03,0
122.62,10,1,4,30.3,2.96,1146,1,604.0,2688.08,26,139.06,-0.12,1,0,0,0,0,297.92,0.05,0
210.28,11,1,2,75.78,11.59,440,1,529.0,2768.35,23,279.18,-0.25,0,0,1,0,0,317.48,0.08,0
86.58,18,4,2,101.53,1.06,406,2,,6572.17,21,58.7,0.47,1,0,0,0,0,114.38,0.01,0
149.32,8,4,1,310.72,6.37,453,2,578.0,7991.23,26,192.11,-0.22,1,2,1,0,0,62.56,0.02,0
82.61,9,4,3,19.96,5.59,310,2,800.0,2493.1,28,118.26,-0.3,0,1,0,0,0,142.42,0.03,0
228.18,15,3,3,1.91,0.73,477,1,620.0,9779.18,21,120.15,0.89,0,2,0,0,0,365.73,0.02,0
3156.54,4,5,2,56.89,18.82,41,3,396.0,1000.0,11,900.35,2.5,0,0,0,1,1,5502.68,3.15,1
15.87,10,1,2,180.33,3.85,741,3,850.0,1557.56,34,21.1,-0.24,1,1,0,1,0,22.39,0.01,0
663.01,7,4,4,1.0,13.0,582,1,713.0,2464.37,21,484.88,0.37,1,2,1,1,0,1041.02,0.27,0
443.1,14,1,2,4.59,1.99,612,1,681.0,3160.09,34,250.62,0.76,0,1,0,0,0,337.32,0.14,0
452.37,8,3,2,529.41,0.33,601,2,672.0,1796.51,27,337.15,0.34,0,0,0,0,1,530.14,0.25,0
147.07,12,3,2,169.99,,584,1,556.0,5792.91,32,217.3,-0.32,0,2,0,0,0,197.53,0.03,0
34.3,15,5,4,72.97,0.93,386,1,748.0,1612.66,30,31.89,0.07,0,0,0,0,0,43.41,0.02,0
145.02,9,5,6,25.38,,773,1,723.0,,23,121.6,0.19,0,0,0,0,0,621.05,0.05,0
7.7,15,2,4,210.34,7.6,740,1,740.0,2139.63,23,11.31,-0.29,1,2,0,0,0,24.14,0.0,0
79.25,12,6,2,127.49,1.9,232,1,570.0,4398.13,32,60.44,0.31,0,0,1,0,0,74.41,0.02,0
35.62,17,3,1,156.48,17.74,802,2,609.0,3258.93,27,47.87,-0.25,0,2,0,0,0,24.75,0.01,0
50.5,11,1,3,1.0,8.23,789,2,634.0,2450.57,26,27.88,0.78,1,1,0,0,0,60.24,0.02,0
18.45,12,3,7,8.88,,731,2,632.0,3202.63,16,16.84,0.09,0,0,0,0,0,47.72,0.01,0
1819.9,15,1,4,25.53,0.52,470,1,689.0,6204.12,26,2425.14,-0.25,0,0,0,0,0,2432.4,0.29,0
456.4,13,1,4,124.86,14.42,438,3,699.0,4181.18,30,388.87,0.17,1,2,0,0,1,569.72,0.11,0
14.96,12,0,1,36.96,5.72,1465,1,627.0,5174.87,22,16.75,-0.1,1,1,0,0,0,9.84,0.0,0
67.24,11,1,5,12.27,10.45,542,1,683.0,2581.27,22,90.31,-0.25,1,1,0,0,0,260.35,0.03,0
39.81,13,5,1,349.05,9.67,640,3,542.0,2728.35,18,42.06,-0.05,1,0,0,0,0,27.46,0.01,0
37.72,13,5,3,41.67,14.2,538,2,696.0,4860.01,20,52.21,-0.27,1,0,0,0,0,67.55,0.01,0
167.6,10,0,1,95.97,6.24,212,1,704.0,2882.0,23,193.27,-0.13,1,2,0,0,0,86.69,0.06,0
180.47,12,4,7,59.76,1.56,282,2,629.0,4913.66,27,187.26,-0.04,1,0,0,0,0,931.5,0.04,0
189.17,8,3,6,57.57,17.98,389,1,778.0,1789.99,24,171.72,0.1,1,0,0,0,0,663.29,0.11,0
36.52,10,6,2,93.46,9.04,509,1,567.0,1916.71,18,46.4,-0.21,1,1,0,0,0,37.59,0.02,0
49.9,16,0,7,42.17,9.84,615,1,549.0,4009.06,26,43.46,0.14,0,1,0,0,0,241.82,0.01,0
422.47,13,0,1,52.76,13.0,309,2,562.0,3683.81,28,242.18,0.74,1,2,0,0,0,259.83,0.11,0
69.0,13,1,0,16.73,0.57,252,1,735.0,3111.68,28,71.2,-0.03,1,1,0,0,0,0.0,0.02,0
8.41,20,5,4,150.76,,746,1,834.0,3626.56,22,6.34,0.28,1,0,1,0,0,10.17,0.0,0
157.13,6,1,5,,8.68,641,3,518.0,4104.83,26,231.99,-0.32,1,1,0,0,0,518.22,0.04,0
122.62,10,5,1,8.05,0.09,307,2,645.0,2837.42,29,148.96,-0.18,1,0,0,0,0,94.51,0.04,0
124.14,12,6,2,4.64,0.46,920,1,723.0,3282.35,30,89.17,0.39,0,2,0,0,0,124.49,0.04,0
26.09,13,0,3,277.86,0.94,416,2,738.0,2008.99,29,20.08,0.29,1,1,0,0,0,35.46,0.01,0
48.31,9,4,3,11.36,0.22,408,2,716.0,8490.17,28,52.31,-0.08,0,1,0,0,0,64.4,0.01,0
84.79,14,3,3,228.42,,425,1,782.0,1684.15,22,109.73,-0.23,1,0,0,0,0,175.48,0.05,0
218.75,9,1,3,98.88,0.53,772,2,668.0,2367.64,23,246.93,-0.11,1,0,0,0,0,413.98,0.09,0
14.35,14,0,1,78.88,11.41,520,2,670.0,2616.21,33,9.02,0.53,0,2,0,0,1,10.62,0.01,0
104.29,10,0,2,61.46,4.99,354,1,584.0,2128.4,22,53.18,0.94,1,1,0,0,0,87.37,0.05,0
92.14,15,0,3,67.51,4.64,536,2,727.0,3891.89,34,89.13,0.03,0,0,0,0,0,132.48,0.02,0
148.08,13,5,2,95.71,8.32,585,1,541.0,2025.63,30,174.24,-0.15,0,2,0,0,1,169.62,0.07,0
367.01,10,5,3,26.11,31.78,1505,1,590.0,2745.76,27,522.71,-0.3,1,3,0,0,0,796.71,0.13,0
69.62,18,4,3,58.54,16.56,749,1,516.0,4418.08,37,101.64,-0.31,0,3,0,0,0,141.55,0.02,0
140.78,15,3,3,282.14,20.88,450,2,,1783.24,21,197.44,-0.29,0,3,1,0,0,219.76,0.08,0
513.48,9,5,2,110.38,0.88,315,2,634.0,3730.66,27,270.55,0.89,0,1,0,0,0,665.13,0.14,0
281.61,11,0,2,127.16,17.36,406,1,669.0,2443.76,26,399.95,-0.3,1,3,0,0,0,404.24,0.12,0
116.26,11,2,5,100.8,11.55,1380,3,607.0,4999.8,22,95.04,0.22,0,3,0,0,0,432.37,0.02,0
76.94,11,6,5,,7.74,677,1,687.0,5305.23,21,55.03,0.39,1,0,0,0,0,121.66,0.01,0
424.66,13,1,2,165.54,1.1,347,1,834.0,5422.33,23,413.3,0.03,1,3,0,0,0,631.45,0.08,0
58.88,10,5,6,151.2,26.36,683,2,704.0,4950.38,29,52.2,0.13,1,0,0,0,0,114.89,0.01,0
24.12,16,3,3,9.56,1.26,780,1,708.0,7919.82,25,29.73,-0.18,1,1,0,0,1,49.96,0.0,0
94.96,9,6,1,66.67,4.26,917,1,768.0,3664.76,23,108.72,-0.13,0,1,0,0,0,29.32,0.03,0
20.03,12,1,4,55.85,7.06,605,1,736.0,4011.06,25,20.41,-0.02,0,3,0,0,0,54.81,0.0,0
982.27,8,2,1,39.64,8.79,278,2,774.0,4597.17,23,933.5,0.05,1,1,0,0,0,762.68,0.21,0
70.52,7,2,5,206.44,4.96,1104,1,616.0,3518.52,20,69.09,0.02,0,2,0,0,0,172.99,0.02,0
16.99,7,1,5,1.66,4.67,785,1,642.0,9340.71,24,24.57,-0.3,0,0,0,0,0,51.81,0.0,0
476.47,14,6,1,36.69,21.22,1288,2,644.0,2679.55,36,432.27,0.1,0,3,0,0,1,179.4,0.18,0
38.42,12,1,5,203.32,1.54,548,1,615.0,5543.16,26,56.71,-0.32,1,0,0,0,0,86.98,0.01,0
463.42,7,2,6,208.15,2.97,1074,1,689.0,2375.82,28,562.76,-0.18,1,1,0,0,0,1849.7,0.19,0
1403.25,12,1,3,69.68,2.3,634,1,850.0,6069.04,22,1528.0,-0.08,1,1,0,0,0,3199.94,0.23,0
59.78,16,5,4,17.48,13.27,549,2,747.0,2616.57,21,86.49,-0.31,1,3,0,0,0,101.02,0.02,0
1917.57,9,2,1,58.88,11.79,111,1,,3391.57,18,2820.97,-0.32,1,0,0,0,0,1506.3,0.57,0
112.24,16,3,5,65.15,1.47,346,1,725.0,8867.52,22,95.81,0.17,0,1,0,0,0,282.76,0.01,0
200.74,17,1,6,201.88,0.37,927,1,792.0,,29,111.09,0.8,1,1,0,0,0,911.45,0.05,0
152.47,8,0,3,7.79,12.57,816,2,659.0,2204.22,40,134.19,0.14,1,3,0,0,0,230.35,0.07,0
78.3,21,5,2,92.66,4.48,324,2,706.0,5793.39,25,97.45,-0.19,0,0,0,0,0,47.25,0.01,0
374.07,13,2,4,,,484,1,624.0,2025.86,26,550.05,-0.32,0,1,1,0,0,711.45,0.18,0
47.35,10,5,2,155.36,6.38,1059,1,760.0,5727.84,15,43.17,0.09,1,2,0,0,0,65.4,0.01,0
191.18,11,6,1,13.47,10.62,702,1,825.0,5597.53,19,231.56,-0.17,1,2,0,0,0,140.74,0.03,0
34.63,17,1,0,90.17,2.07,503,1,668.0,4049.53,26,44.11,-0.21,1,0,1,0,0,0.0,0.01,0
58.35,12,0,4,215.6,1.78,1147,1,638.0,2232.51,30,53.32,0.09,1,1,0,0,0,93.42,0.03,0
318.55,18,0,3,790.47,3.31,718,1,720.0,,25,296.66,0.07,1,0,0,0,0,358.3,0.11,0
86.25,11,0,3,21.55,6.83,814,2,689.0,6551.61,28,105.43,-0.18,1,0,0,0,0,158.23,0.01,0
74.56,12,4,4,249.74,1.48,592,1,622.0,2925.2,28,67.74,0.1,1,0,0,0,0,136.78,0.03,0
98.3,11,2,4,220.55,0.32,705,2,671.0,12846.79,31,50.69,0.92,0,1,0,0,0,132.65,0.01,0
163.96,14,1,2,,1.47,366,3,746.0,1500.0,31,110.12,0.48,1,1,0,0,1,179.35,0.11,0
1100.21,15,0,5,214.87,27.22,169,2,824.0,2907.45,24,738.48,0.49,1,0,0,0,1,2186.63,0.38,0
141.02,20,1,4,57.61,10.4,644,1,,2270.19,29,107.79,0.31,0,2,1,0,0,446.07,0.06,0
143.05,17,6,5,77.26,0.24,558,1,666.0,3687.56,26,198.18,-0.28,0,1,0,0,0,536.43,0.04,0
22.41,13,3,3,236.54,19.15,485,1,680.0,4405.62,22,33.35,-0.32,1,2,0,0,0,43.95,0.01,0
141.98,12,4,3,78.86,4.54,182,1,751.0,5600.8,28,138.94,0.02,0,2,0,0,0,294.14,0.03,0
329.0,13,0,2,23.74,1.28,571,1,761.0,4562.11,28,314.88,0.04,1,2,0,0,0,302.09,0.07,0
356.28,11,0,2,241.26,28.06,763,2,525.0,3100.93,19,312.92,0.14,1,1,0,0,0,457.69,0.11,0
113.43,10,0,2,268.2,11.43,629,1,635.0,,20,154.14,-0.26,0,0,0,0,0,81.17,0.02,0
100.6,10,1,2,197.78,4.2,577,1,566.0,6471.78,40,87.23,0.15,0,1,0,0,0,82.92,0.02,0
92.48,15,0,5,125.73,2.73,832,1,711.0,4009.0,29,71.56,0.29,1,0,0,0,0,224.52,0.02,0
112.35,14,4,2,198.17,23.79,536,1,636.0,3574.93,18,61.85,0.8,1,0,0,0,0,96.71,0.03,0
100.42,14,4,4,63.93,7.79,483,1,709.0,3540.08,16,58.0,0.72,1,1,0,0,0,187.39,0.03,0
157.83,12,4,5,7.74,30.5,865,2,683.0,2912.52,21,80.94,0.94,0,0,0,0,0,354.43,0.05,0
400.81,8,2,1,53.08,1.02,357,2,742.0,1500.0,30,246.62,0.62,1,0,0,0,0,237.99,0.27,0
345.58,9,4,3,65.36,27.14,422,1,551.0,2793.17,22,249.27,0.38,0,0,0,0,0,415.23,0.12,0
37.28,15,3,7,243.83,0.74,1099,3,664.0,1699.7,17,35.71,0.04,1,2,0,0,1,196.16,0.02,0
11.36,16,6,2,232.08,11.38,400,2,635.0,2600.86,16,16.45,-0.29,1,1,0,0,1,15.11,0.0,0
47.15,11,1,3,4.57,7.35,334,2,768.0,6295.6,18,59.14,-0.2,0,1,0,0,0,110.61,0.01,0
86.3,15,4,4,53.38,7.38,970,1,,2298.61,30,90.23,-0.04,1,0,1,0,0,226.94,0.04,0
62.09,21,4,4,,,554,1,698.0,4373.83,14,41.95,0.47,1,3,0,0,0,113.97,0.01,0
200.92,9,4,5,39.51,6.77,690,3,,4441.97,19,262.8,-0.23,1,3,0,0,0,317.28,0.05,0
198.61,7,0,6,119.29,10.46,606,1,834.0,5749.63,23,218.9,-0.09,0,0,0,0,0,718.2,0.03,0
142.35,14,4,4,35.21,5.43,685,1,817.0,,24,127.55,0.12,0,0,1,0,0,331.31,0.01,0
75.44,17,0,0,76.74,5.35,206,1,600.0,6526.59,22,66.25,0.14,0,1,0,1,0,0.0,0.01,0
7.5,13,1,2,182.54,1.51,615,1,711.0,4491.72,20,6.75,0.1,1,1,0,0,0,10.09,0.0,0
5.0,12,1,1,73.37,3.73,495,2,717.0,4501.1,26,5.84,-0.12,1,0,0,0,0,3.52,0.0,0
39.94,13,0,3,183.77,5.85,431,1,530.0,5497.78,20,53.18,-0.24,0,0,0,0,0,80.41,0.01,0
11.11,13,4,12,89.5,11.91,938,2,652.0,6294.62,32,13.25,-0.15,0,2,0,0,0,91.59,0.0,0
93.59,8,1,3,52.92,24.02,989,1,839.0,6714.34,30,114.75,-0.18,1,1,0,0,0,98.68,0.01,0
66.8,10,4,1,7.03,6.24,484,2,691.0,5432.42,17,81.7,-0.18,0,2,0,0,0,39.05,0.01,0
32.7,12,4,3,83.48,6.21,592,2,621.0,1500.0,23,22.03,0.46,1,1,0,0,0,39.43,0.02,0
173.75,12,5,6,6.92,507.42,150,6,645.0,4016.69,12,20.0,7.32,1,0,2,1,1,1100.72,0.04,1
158.49,11,2,3,71.49,16.29,685,1,681.0,1730.75,21,108.3,0.46,0,3,0,1,1,369.31,0.09,0
26.33,11,3,4,39.43,0.14,586,1,658.0,1652.34,22,14.04,0.82,0,0,0,0,0,69.24,0.02,0
164.66,15,5,4,186.1,25.63,523,3,640.0,13279.09,21,129.68,0.27,0,0,0,0,0,199.81,0.01,0
1048.15,13,3,3,47.68,3.94,212,1,596.0,3394.74,23,1196.78,-0.12,0,3,1,0,0,1749.68,0.31,0
1276.05,8,2,0,365.7,0.62,1430,1,602.0,2014.5,25,1548.31,-0.18,1,1,0,0,1,0.0,0.63,0
321.23,22,4,1,252.3,0.58,746,1,,2228.65,25,366.67,-0.12,0,1,0,0,0,135.3,0.14,0
307.62,16,6,2,88.75,2.1,594,1,836.0,3257.8,23,459.75,-0.33,1,3,0,0,0,248.3,0.09,0
144.74,14,3,4,72.14,5.83,961,3,703.0,1536.55,16,85.31,0.69,1,0,0,0,0,257.5,0.09,0
42.4,13,3,4,131.19,15.09,536,3,652.0,5915.26,19,50.51,-0.16,1,3,0,0,0,127.74,0.01,0
2613.99,0,3,7,1.07,6.6,145,2,534.0,4339.04,13,803.57,2.25,0,3,2,1,1,14778.23,0.6,1
30.47,12,5,3,41.99,10.29,765,1,758.0,11830.6,25,45.51,-0.32,1,1,0,0,0,54.57,0.0,0
32.6,11,0,2,32.61,0.21,1020,1,560.0,1500.0,12,40.88,-0.2,0,1,0,1,0,42.39,0.02,0
273.53,13,1,3,77.96,0.45,302,3,669.0,2267.86,20,211.46,0.29,0,0,0,0,0,538.15,0.12,0
51.65,15,6,1,153.54,,759,1,625.0,1500.0,25,73.55,-0.29,1,1,0,0,0,16.84,0.03,0
125.62,23,5,13,37.84,9.9,129,2,454.0,5089.98,8,41.42,1.98,0,3,3,0,0,1582.79,0.02,1
417.95,6,1,8,24.84,12.13,536,2,820.0,2231.84,22,444.84,-0.06,1,3,1,1,0,1739.26,0.19,0
47.13,14,3,1,44.4,3.31,452,2,666.0,1500.0,26,39.49,0.19,1,1,1,0,0,32.62,0.03,0
91.39,16,4,1,70.12,16.66,910,1,624.0,5922.89,30,75.39,0.21,1,0,1,0,0,57.13,0.02,0
285.54,13,0,5,118.83,2.19,680,2,,5380.06,29,247.99,0.15,1,3,0,1,0,584.46,0.05,0
51.17,12,3,3,158.59,4.5,483,1,671.0,6068.41,27,47.02,0.09,0,0,0,0,0,66.94,0.01,0
14.1,11,0,5,49.79,14.59,922,1,605.0,3943.7,30,15.92,-0.11,0,2,0,0,0,45.31,0.0,0
179.78,9,5,1,100.77,8.53,479,2,589.0,8112.18,15,140.73,0.28,1,0,0,0,0,67.77,0.02,0
156.94,12,0,4,8.94,4.47,385,3,738.0,3278.15,30,210.01,-0.25,1,0,0,0,0,235.87,0.05,0
94.22,15,2,2,222.83,1.0,325,3,675.0,2840.28,32,111.95,-0.16,1,1,0,0,0,100.6,0.03,0
668.89,16,1,3,318.45,14.96,253,2,797.0,4294.69,19,652.04,0.03,1,2,0,0,0,968.63,0.16,0
215.91,14,6,1,41.85,0.74,464,3,660.0,5264.69,26,178.57,0.21,1,3,0,0,0,74.32,0.04,0
478.4,11,2,7,117.97,0.02,583,1,794.0,8757.43,14,677.25,-0.29,1,2,0,0,0,1528.45,0.05,0
646.4,4,4,14,8.5,524.32,67,6,719.0,1448.63,15,135.14,3.76,0,1,1,1,0,8858.3,0.45,1
50.91,10,3,5,149.78,4.02,423,1,777.0,2948.23,33,63.02,-0.19,0,0,1,0,0,95.81,0.02,0
57.64,10,2,3,106.55,7.54,421,1,684.0,8933.27,30,68.02,-0.15,1,1,0,0,0,61.26,0.01,0
59.57,13,6,2,60.79,12.21,619,2,722.0,1576.5,28,88.37,-0.32,0,2,0,0,1,86.13,0.04,0
