uso_dados_gb,minutos_voz,chamadas_suporte,num_produtos,tempo_contrato_meses,tipo_plano,metodo_pagamento,mensalidade_reais,atraso_pagamento_dias,tem_desconto,idade,regiao,tem_dependentes,nps_score,churn
23.51,101,4,1,12,2,1,96.77,0,0,58,0,1,5,0
38.72,800,4,4,45,2,3,129.7,0,0,25,1,0,-1,0
14.66,65,0,3,40,1,0,134.93,0,0,51,1,0,1,0
30.48,242,1,3,58,1,0,126.41,0,0,48,0,0,7,0
16.24,362,6,1,31,2,2,68.79,0,0,24,3,0,-1,0
18.28,173,1,2,36,1,2,108.22,1,1,23,3,0,3,0
39.0,299,3,1,18,2,1,85.42,0,0,43,1,1,10,0
4.08,316,2,4,52,1,0,130.56,0,1,33,3,1,5,0
7.12,377,2,4,7,0,3,82.78,0,0,34,4,1,0,0
6.14,212,5,1,7,2,0,75.01,0,0,37,3,0,7,0
3.11,152,0,4,29,0,0,95.8,0,0,72,3,1,-1,0
11.67,279,0,3,57,1,2,130.0,0,0,18,3,0,-1,0
36.58,195,0,2,11,1,1,114.41,0,0,22,4,0,8,0
15.99,249,2,1,34,0,3,61.85,1,0,66,3,0,7,0
23.53,197,1,1,28,1,3,105.5,0,0,65,3,0,1,1
48.01,281,2,3,19,2,0,115.49,0,1,61,4,1,9,0
58.1,160,0,4,38,1,0,134.85,1,0,45,0,0,10,0
19.0,175,0,1,8,1,3,100.71,0,0,54,1,0,3,0
59.32,112,3,1,60,1,0,94.36,0,1,24,0,0,-1,0
21.62,273,2,2,60,2,0,106.5,2,0,29,3,1,10,0
10.28,130,0,4,71,1,0,143.78,1,0,39,1,1,-1,0
12.48,303,4,2,68,2,0,90.05,3,0,66,4,0,-1,0
6.14,499,2,3,18,2,2,130.76,0,0,70,0,0,9,0
9.87,732,10,2,68,2,0,103.09,0,0,70,3,0,0,0
15.08,226,3,4,61,2,3,130.59,2,0,48,3,0,10,0
38.2,800,1,1,29,1,3,88.82,0,0,51,2,0,-1,0
79.57,376,0,1,11,2,0,94.3,1,1,72,1,0,1,0
6.65,267,3,1,24,2,2,85.27,0,0,57,1,1,-1,0
27.5,800,1,3,69,2,0,130.93,0,0,66,2,0,-1,0
8.74,131,2,1,68,2,0,65.1,0,1,40,0,0,8,0
29.36,242,4,2,21,0,2,78.63,5,1,47,1,0,6,0
18.09,198,1,4,44,2,2,138.77,0,0,57,3,0,10,0
4.64,99,0,3,11,0,3,91.44,0,0,47,3,0,-1,0
42.21,489,3,4,36,1,3,147.03,1,0,60,1,0,-1,0
12.38,300,2,1,6,0,1,66.54,1,0,73,1,1,-1,1
13.1,390,5,1,52,1,0,114.92,0,0,45,4,1,-1,0
8.54,386,1,4,49,2,2,127.51,0,1,60,4,0,-1,0
11.9,74,1,2,27,2,3,101.42,0,0,24,4,0,-1,0
28.28,564,5,3,3,1,1,108.58,0,0,74,3,0,0,0
17.26,144,4,2,34,3,0,245.48,0,1,37,4,0,10,0
26.13,485,3,2,26,1,3,96.22,0,0,55,3,0,-1,0
26.83,102,1,3,6,2,0,112.94,1,0,18,3,0,-1,0
57.77,316,0,1,18,1,3,104.43,0,1,68,2,1,8,0
15.27,157,1,2,37,2,3,111.45,0,0,50,3,0,4,0
6.16,287,2,3,24,3,2,249.77,0,1,34,3,0,3,0
47.17,219,0,2,11,1,1,108.28,0,1,41,3,0,1,0
15.41,299,0,2,56,0,1,89.63,0,1,46,4,0,-1,0
48.99,209,1,3,35,2,1,93.11,1,0,29,3,0,10,0
27.29,175,1,2,25,0,3,73.85,0,0,20,1,0,9,1
18.09,588,1,4,64,1,0,126.56,0,0,66,4,0,2,0
26.55,587,0,4,30,2,3,117.89,0,0,56,1,0,6,0
95.66,800,7,4,11,2,2,131.89,0,1,55,0,0,-1,0
105.8,254,1,3,43,3,1,254.63,1,1,19,1,1,5,0
21.23,231,1,4,28,1,2,137.5,0,1,31,1,0,1,0
22.83,264,12,1,28,1,1,108.8,0,0,30,3,0,0,0
47.51,155,7,4,38,0,2,103.74,0,1,64,3,0,3,0
10.21,105,7,3,50,0,2,79.9,0,0,61,3,0,7,0
26.22,172,5,1,44,3,2,199.17,0,0,39,1,0,-1,0
19.67,150,0,3,47,2,2,132.34,0,0,18,2,0,10,0
25.82,373,1,3,69,1,0,111.4,0,0,46,4,0,9,0
10.31,436,3,3,16,1,3,112.07,0,1,46,4,0,-1,0
5.63,64,5,2,32,0,0,67.01,0,0,49,2,0,5,0
3.83,144,2,3,70,1,0,129.56,0,0,63,1,1,2,0
8.22,332,0,3,3,1,2,135.69,0,0,74,1,0,-1,0
13.92,279,1,2,29,2,2,77.33,0,1,38,0,0,-1,0
15.89,218,0,2,10,2,0,97.6,0,1,35,4,0,-1,0
94.61,214,0,2,23,2,1,86.8,0,1,31,4,0,6,0
48.66,320,6,1,10,3,2,199.52,0,0,44,1,0,6,0
9.3,333,1,3,9,2,3,101.13,0,0,48,2,0,10,0
26.53,101,4,2,17,1,2,100.07,0,0,33,2,0,-1,0
14.5,72,3,2,66,1,3,117.69,0,0,23,3,0,3,0
16.0,237,2,4,23,1,1,134.29,2,1,57,3,0,-1,0
23.3,420,2,2,22,1,0,131.42,0,0,34,4,1,-1,0
32.96,184,2,4,68,2,2,123.67,3,1,54,1,0,-1,0
15.31,800,0,4,4,2,2,130.68,0,1,42,4,1,-1,0
47.04,449,1,3,19,0,3,66.5,1,1,56,1,0,-1,0
8.06,181,2,4,49,0,2,103.31,0,0,37,0,1,3,0
20.19,75,2,2,58,2,1,84.86,1,0,34,1,0,4,0
160.48,420,3,2,56,2,3,110.65,1,0,42,1,0,5,0
24.01,140,2,3,4,1,0,120.23,1,1,18,2,0,2,0
63.22,168,4,1,65,1,3,92.28,1,1,31,3,1,10,0
21.61,146,5,4,10,1,3,122.57,1,0,56,4,1,-1,0
31.96,103,1,2,26,2,3,110.92,2,0,67,4,1,8,0
19.19,173,0,1,31,2,1,81.54,2,0,55,2,1,-1,1
17.53,171,3,3,65,2,2,112.9,0,0,20,0,1,5,0
10.77,138,1,1,14,2,0,90.33,2,0,43,3,0,-1,0
28.34,159,0,1,37,3,3,207.4,0,1,51,3,0,0,0
10.16,800,1,4,68,0,1,100.57,0,0,63,2,1,-1,0
34.21,410,1,1,35,2,1,90.52,0,1,33,3,0,9,0
47.86,223,1,2,67,0,1,79.62,0,0,72,3,0,8,0
26.93,74,4,2,65,0,2,66.76,0,0,19,4,1,-1,0
15.97,357,0,2,7,0,0,79.69,1,0,39,4,1,-1,0
28.88,800,2,1,37,2,1,93.39,0,0,66,3,1,-1,0
15.69,800,6,3,55,0,2,82.81,2,0,72,3,1,10,0
42.45,222,1,2,2,2,1,116.45,1,1,50,4,1,5,0
4.64,311,1,1,48,2,2,100.4,0,1,49,4,1,10,0
15.36,112,5,3,33,2,0,127.02,0,0,40,3,0,-1,0
4.09,294,5,2,6,2,1,100.48,0,0,60,2,1,0,1
6.07,395,5,3,13,1,0,121.26,1,0,61,1,1,-1,0
59.81,348,3,2,32,1,3,94.37,0,0,63,1,1,3,0
41.11,557,1,1,31,0,0,62.08,0,1,35,1,1,-1,0
11.3,388,0,2,52,2,2,95.39,0,1,66,1,1,10,0
6.04,78,0,4,21,3,2,270.06,1,0,64,1,1,-1,0
1.87,187,1,1,32,2,2,74.6,0,0,57,3,0,7,0
13.0,491,1,2,11,3,0,241.96,0,0,40,3,1,1,1
139.26,78,2,4,18,2,0,131.67,1,0,19,1,1,-1,0
28.44,256,0,2,2,2,2,105.51,0,0,51,3,1,3,0
12.84,181,2,3,35,1,0,129.12,0,0,35,3,0,9,0
29.14,102,0,4,71,2,0,123.52,0,0,72,2,0,-1,0
5.76,472,0,3,12,1,0,153.83,0,0,22,1,0,-1,0
15.83,141,1,4,51,1,0,149.19,0,0,31,1,1,9,0
21.75,800,1,1,22,2,2,71.81,0,0,35,4,1,10,0
18.75,210,1,4,9,2,1,122.37,0,0,39,3,1,10,0
37.81,519,0,4,46,2,0,145.49,0,0,28,4,1,5,0
26.46,791,4,2,52,1,3,95.12,2,0,51,2,0,8,0
34.28,308,3,2,53,1,1,135.82,0,0,22,3,0,3,0
11.58,259,2,4,41,1,0,156.29,0,0,19,3,0,9,0
41.19,418,3,1,50,3,0,199.49,0,0,19,1,1,-1,0
73.93,779,1,2,40,1,3,112.44,1,0,51,1,0,-1,0
9.24,307,2,4,26,1,3,157.92,1,0,65,3,1,7,0
9.87,149,4,3,28,0,2,81.52,0,0,19,3,0,-1,0
58.48,89,2,1,47,2,1,67.9,1,0,54,1,1,5,0
17.23,311,2,4,57,2,3,125.1,0,0,58,1,0,3,0
61.75,120,0,2,37,1,0,100.7,0,0,21,3,0,-1,0
14.1,467,4,3,68,1,1,119.62,1,1,18,3,0,10,0
64.33,591,2,3,6,1,2,128.54,1,0,33,2,0,7,0
22.31,368,0,3,39,1,2,138.48,0,1,67,3,0,4,0
24.69,234,4,2,38,0,1,89.5,0,1,61,4,1,-1,0
70.23,376,0,3,63,1,3,127.16,0,0,24,1,0,10,0
15.04,249,1,2,64,0,0,71.76,0,0,47,3,0,10,0
9.46,203,0,1,53,1,1,90.07,0,1,34,2,0,9,0
14.03,180,5,2,53,3,3,219.39,0,0,60,4,1,8,0
28.84,265,5,1,18,2,2,67.61,1,0,58,3,0,-1,0
5.74,247,0,4,64,1,0,141.46,0,1,62,0,0,6,0
33.45,584,1,1,45,2,2,81.72,1,1,74,3,0,1,0
13.05,365,0,2,27,2,1,78.1,0,0,55,1,1,3,0
50.31,96,0,3,48,1,2,142.2,0,0,44,2,0,-1,0
2.96,347,3,1,21,3,1,212.44,0,0,67,1,0,5,0
10.71,261,1,4,42,1,1,123.59,0,0,18,1,0,9,0
5.21,299,5,1,15,2,0,103.78,0,0,64,2,0,10,0
10.37,206,3,3,22,3,2,245.63,0,1,39,1,0,-1,0
24.49,251,6,2,12,3,1,220.12,0,1,40,3,1,-1,0
17.4,777,2,4,59,2,2,125.19,0,0,74,0,0,5,0
16.4,189,3,4,13,1,2,153.97,0,0,25,1,0,9,0
17.68,157,2,3,52,1,1,136.22,1,0,28,3,0,-1,0
23.63,150,3,3,18,3,1,239.26,1,1,24,3,0,9,0
8.96,116,1,2,71,1,1,106.3,1,0,43,4,0,1,0
35.36,373,0,4,37,0,0,95.78,0,1,35,1,0,-1,0
34.13,558,0,1,15,0,1,35.77,0,1,36,0,1,0,0
27.33,161,1,4,53,2,1,128.87,0,0,45,1,0,10,0
31.35,355,6,4,43,1,0,135.87,1,0,56,2,0,-1,0
25.46,506,4,4,19,1,3,139.37,3,0,44,1,1,10,0
102.32,287,0,2,13,1,2,99.95,0,0,69,3,1,-1,0
18.73,248,0,2,33,2,2,103.42,0,0,49,0,0,10,0
15.71,154,0,4,44,1,2,126.04,0,1,38,3,1,-1,0
10.99,378,4,1,65,1,2,101.92,0,0,31,3,0,5,0
8.8,207,1,1,55,2,2,75.71,0,0,63,3,0,0,0
7.42,373,1,3,58,2,1,118.75,0,0,42,1,1,5,0
9.86,171,1,4,11,0,2,98.42,0,0,60,1,0,-1,0
18.98,307,0,3,24,1,1,120.64,1,0,42,3,0,-1,0
26.24,524,0,2,14,0,1,80.45,0,0,27,1,0,-1,0
20.92,343,0,3,13,2,0,115.31,0,0,42,3,0,0,0
10.89,156,1,1,27,1,1,98.63,0,0,40,3,1,7,0
41.27,113,1,1,68,2,3,81.02,2,0,51,3,0,-1,0
36.29,257,0,4,15,3,0,248.79,0,0,47,4,0,2,0
17.68,646,2,1,6,3,1,204.7,0,0,30,3,0,2,0
11.91,425,0,3,69,2,3,116.36,0,0,55,3,0,-1,0
31.15,800,2,3,31,1,0,127.08,0,0,42,3,0,3,0
23.34,800,1,1,63,1,1,109.96,3,0,58,1,0,5,0
6.31,228,10,2,21,1,2,108.91,0,0,74,3,0,-1,0
19.02,381,0,1,40,1,1,90.62,0,1,49,0,0,10,0
24.77,244,3,2,38,0,1,73.77,0,0,71,4,1,-1,0
9.78,167,2,4,43,2,0,123.52,0,0,20,3,0,-1,0
23.38,333,1,3,50,0,1,89.6,0,1,74,3,0,1,0
6.27,292,3,1,34,2,3,88.13,0,0,20,3,0,9,0
58.5,236,0,1,21,1,3,80.9,0,0,31,3,1,10,0
54.51,191,3,1,26,2,2,103.09,1,0,38,0,1,6,0
16.41,269,0,2,66,2,2,93.63,0,0,68,3,1,-1,0
26.86,189,1,2,68,0,1,71.53,0,0,39,4,1,-1,0
2.92,222,3,1,15,1,2,88.97,1,0,49,1,1,3,0
7.96,113,0,1,24,0,0,46.77,0,0,47,4,1,10,0
15.88,138,4,4,31,1,0,139.92,1,0,31,0,0,-1,0
8.52,168,1,4,36,2,2,136.71,0,1,51,3,0,7,0
35.57,281,1,1,46,0,0,73.7,3,0,25,1,0,10,0
99.27,258,1,2,61,1,0,106.94,0,1,26,2,1,-1,0
7.84,161,1,4,33,1,2,134.07,1,0,35,3,1,-1,0
10.28,172,1,3,62,1,2,120.39,1,0,25,1,0,-1,0
24.25,283,0,3,65,2,1,125.63,3,0,68,3,0,3,0
72.89,175,2,3,69,1,1,129.86,0,1,54,3,0,9,0
7.55,125,0,2,61,1,0,105.6,0,0,40,3,0,4,0
24.51,394,2,3,45,1,2,122.18,0,0,67,3,1,6,0
86.23,94,0,1,4,1,2,106.63,0,0,67,2,1,6,0
5.36,118,1,3,31,1,1,126.16,0,0,71,4,1,-1,0
7.21,536,0,2,8,2,3,113.32,0,0,46,1,0,-1,0
14.31,108,1,2,58,1,0,120.84,1,1,53,3,0,10,0
13.24,696,1,1,1,1,2,100.52,1,1,30,3,1,-1,0
38.48,108,4,2,40,2,0,108.08,4,0,50,3,0,-1,1
24.37,124,5,1,31,2,0,92.5,0,0,70,3,0,2,0
4.86,117,3,1,64,1,0,95.91,2,0,26,3,0,-1,0
30.34,97,3,3,45,2,0,111.11,0,0,22,3,0,10,0
12.65,651,4,3,6,1,1,126.71,0,1,29,0,1,4,1
55.68,567,2,3,44,2,3,126.25,1,0,38,1,0,9,0
12.16,92,3,3,56,1,3,136.42,0,0,27,1,1,7,0
12.07,737,1,3,3,3,1,246.67,0,0,55,3,1,-1,0
30.97,103,4,1,67,2,0,74.82,0,0,29,3,0,5,0
36.98,800,4,2,23,0,0,65.31,0,0,56,3,0,-1,0
28.75,221,0,3,30,1,3,128.29,1,1,68,2,1,-1,0
5.21,160,2,3,25,1,0,123.91,0,0,38,1,1,2,0
30.89,347,2,3,70,1,0,112.49,1,1,49,1,0,10,0
8.78,132,5,3,48,0,0,98.05,1,0,65,3,0,8,0
24.25,91,1,4,59,1,1,135.49,2,1,71,1,1,8,0
6.43,180,3,2,43,1,1,86.18,0,0,57,4,1,1,0
28.7,259,6,3,25,0,3,95.42,0,0,63,3,0,-1,0
10.54,53,5,1,11,1,3,98.27,0,0,21,1,0,7,0
7.2,130,4,1,41,0,3,51.83,0,0,20,3,1,-1,1
35.55,800,3,3,57,1,0,126.62,0,0,44,2,1,9,0
24.37,243,0,1,41,0,3,59.49,1,0,19,3,1,-1,0
12.29,45,3,3,55,2,1,96.58,1,0,50,3,0,5,0
64.13,245,0,1,24,3,1,225.77,0,0,54,1,0,-1,0
14.12,314,1,4,34,2,1,126.38,1,0,46,4,1,-1,0
20.61,241,0,3,3,1,3,114.85,0,1,44,3,0,7,0
24.91,424,1,2,16,1,0,111.36,0,0,38,1,0,2,0
12.23,200,5,3,62,1,0,119.51,0,0,47,0,1,-1,0
29.28,498,9,3,18,0,2,71.0,1,1,29,3,0,-1,0
13.11,242,3,2,2,1,0,103.75,0,0,64,0,0,-1,0
14.45,265,0,2,42,1,2,104.25,0,0,44,3,1,10,0
59.75,312,2,3,13,0,0,97.6,1,1,21,3,0,10,0
8.74,398,0,4,49,0,3,101.82,0,0,43,1,0,2,1
2.91,314,1,3,64,1,3,121.13,0,0,25,2,0,-1,0
72.88,145,1,4,27,2,2,125.89,0,0,42,1,0,2,0
154.39,751,2,4,17,1,2,140.78,0,1,59,3,1,1,0
14.52,141,1,3,26,1,3,95.58,0,0,56,3,1,-1,0
4.27,133,2,1,64,1,0,105.95,0,0,39,0,0,10,0
15.67,62,3,2,29,0,1,68.1,1,0,28,0,0,-1,0
15.97,204,1,4,36,1,1,143.64,1,0,37,3,1,3,0
17.25,172,1,4,13,2,3,130.54,1,0,62,3,1,-1,0
8.24,256,2,2,68,2,2,103.03,0,0,26,0,0,10,0
31.93,136,2,2,56,1,2,88.0,0,0,38,3,1,1,0
30.56,776,0,3,8,1,3,120.28,0,0,24,3,1,8,0
6.08,162,1,1,11,2,1,77.3,0,1,72,0,0,8,0
35.14,162,10,1,57,0,2,56.65,0,1,25,3,1,-1,0
103.77,232,3,4,57,1,3,126.11,0,0,51,1,1,-1,0
23.05,318,2,2,50,1,3,107.64,0,0,22,2,0,5,0
15.34,570,2,1,50,1,3,93.81,0,0,36,0,0,10,0
17.93,353,6,1,20,1,3,99.65,0,0,38,0,1,-1,0
32.86,349,0,1,60,0,2,45.71,0,1,34,1,0,-1,0
5.03,266,4,3,63,1,3,130.29,0,0,50,4,1,4,0
22.91,137,1,1,51,2,2,91.82,0,0,65,3,1,-1,0
14.7,158,0,2,20,2,2,110.04,0,1,38,3,0,9,0
88.08,51,2,4,23,2,1,148.0,0,0,54,1,1,-1,0
17.47,196,1,4,25,3,2,253.38,1,0,53,0,0,9,0
76.27,382,4,4,41,3,0,258.11,0,0,38,4,0,10,1
8.31,204,0,2,62,2,2,111.69,0,0,39,3,1,1,0
32.13,331,3,4,33,0,0,104.91,0,1,27,3,0,-1,0
25.93,800,5,4,28,1,2,144.23,0,0,46,2,1,10,1
10.02,263,2,1,42,2,1,76.18,2,0,36,2,0,-1,0
23.15,365,8,4,67,1,0,148.64,0,0,59,4,0,2,0
52.99,265,1,2,42,1,2,118.69,0,1,37,0,1,2,0
15.5,138,2,3,49,2,1,107.68,0,0,28,3,1,10,0
5.19,210,1,2,54,1,3,106.81,0,0,62,3,0,6,0
19.81,114,0,1,55,2,3,89.59,0,1,64,4,0,10,0
9.76,443,0,1,30,2,2,83.04,1,0,47,1,0,10,0
15.27,468,1,2,23,3,3,241.52,1,0,60,3,0,-1,0
18.82,229,2,3,45,3,1,236.94,0,0,70,3,0,8,0
5.13,800,7,2,69,3,3,242.52,0,0,55,4,1,4,0
5.52,208,1,2,13,2,1,116.13,0,0,22,3,0,4,0
29.54,450,2,4,1,2,0,138.68,0,0,32,0,0,10,0
13.22,205,0,4,43,0,0,104.77,0,0,59,3,0,-1,0
2.58,334,3,2,42,0,0,75.67,2,0,38,4,0,0,0
37.63,92,3,4,71,1,2,143.66,1,0,53,3,0,1,0
24.98,173,1,1,65,1,2,92.7,0,0,71,3,0,-1,0
11.35,256,5,3,16,2,3,95.89,0,0,59,3,1,10,0
7.0,443,0,1,53,1,0,95.6,0,0,64,3,0,7,0
39.2,252,0,2,24,3,3,235.74,3,0,19,0,1,-1,0
26.56,636,3,4,56,2,0,132.47,4,0,30,1,1,1,0
135.11,189,3,1,21,1,0,104.15,0,1,24,3,0,2,0
28.11,127,2,3,69,1,2,136.73,0,0,22,3,0,-1,0
27.39,800,1,4,49,1,2,128.34,0,0,22,3,0,-1,0
17.57,84,0,2,3,2,0,105.83,1,0,62,3,0,3,0
38.61,146,1,1,44,1,2,80.67,0,0,45,4,1,8,0
33.12,243,0,2,33,0,1,67.21,0,0,60,1,1,0,0
54.67,199,0,4,9,3,3,260.74,0,1,63,3,1,9,0
13.24,267,2,1,24,1,1,87.69,1,1,36,4,1,-1,0
14.18,262,0,4,1,1,1,143.77,0,0,28,1,1,-1,0
13.69,800,5,3,10,2,0,109.42,2,0,69,3,1,-1,0
37.81,207,2,3,61,2,2,119.99,0,0,31,0,0,-1,0
66.6,314,0,3,29,3,3,241.96,1,0,42,0,0,0,1
13.91,253,1,2,68,2,3,114.02,0,1,70,1,0,-1,0
14.3,44,3,1,14,3,1,224.73,0,0,23,2,0,-1,0
25.82,105,0,1,12,1,3,109.35,0,0,32,1,1,7,0
16.5,51,3,3,38,2,1,111.27,0,0,47,4,1,-1,0
43.02,111,0,3,42,3,0,250.59,0,1,24,3,0,2,0
3.32,212,5,4,68,1,2,143.65,0,1,27,2,0,-1,0
10.37,438,5,2,50,0,0,85.2,0,0,44,3,0,-1,0
10.74,612,2,3,64,2,0,120.64,0,1,52,0,1,5,0
3.14,800,2,2,5,3,0,220.85,2,0,59,1,0,4,0
9.29,254,0,2,12,1,2,112.87,0,0,29,3,1,0,0
9.66,244,2,4,45,2,1,122.76,0,0,48,3,1,0,0
17.1,86,3,3,29,3,3,233.61,0,0,46,4,1,-1,0
48.93,118,1,4,62,1,2,130.95,1,0,37,1,0,2,0
16.51,420,0,3,62,1,0,137.52,0,0,36,3,1,5,0
8.81,800,1,3,33,1,2,116.4,1,0,26,3,0,-1,0
19.19,635,1,4,18,2,1,120.85,1,0,46,1,0,8,0
46.49,155,1,3,55,3,3,232.77,1,0,46,4,1,1,0
9.2,106,0,1,55,1,1,96.42,0,0,73,1,0,-1,0
9.69,67,2,1,46,2,0,86.3,2,0,30,4,0,7,0
31.4,225,1,1,59,2,1,99.31,0,1,48,4,1,7,0
16.82,800,1,2,66,1,2,113.07,0,1,59,2,0,-1,0
33.72,166,0,3,37,2,0,125.82,0,0,73,0,0,-1,0
19.87,153,6,1,8,1,2,93.24,0,0,55,3,0,10,0
35.21,199,0,4,43,2,1,134.76,0,0,74,2,0,3,0
8.78,196,1,4,27,1,2,143.42,0,0,19,4,1,-1,1
19.89,252,4,4,14,2,0,127.45,0,0,27,2,0,-1,0
16.97,40,2,1,52,2,0,90.33,0,0,27,1,1,4,0
7.59,119,7,1,22,2,1,93.22,0,1,54,1,0,0,0
5.75,181,5,2,10,1,2,109.38,0,1,72,3,0,7,0
34.76,287,1,2,65,0,3,69.46,0,0,48,2,1,6,0
15.17,159,2,2,67,3,0,229.53,0,0,44,2,1,-1,0
8.87,276,4,1,55,3,0,212.5,0,0,53,3,1,10,1
18.6,153,0,4,46,0,1,96.75,0,1,18,3,0,8,0
49.52,429,3,3,44,2,0,107.59,0,1,63,1,0,-1,0
3.24,298,0,4,52,0,2,94.23,0,0,74,1,0,10,0
6.07,272,1,4,44,0,1,99.57,2,1,43,1,0,-1,0
9.6,421,1,3,28,1,3,121.83,0,1,38,4,1,10,0
64.65,359,3,4,10,1,2,144.29,1,0,31,1,1,0,0
25.18,160,3,1,9,1,0,87.7,2,0,52,1,0,8,0
37.11,136,0,3,25,1,1,137.81,0,0,69,3,1,7,0
8.07,616,3,2,34,3,0,226.16,0,0,42,1,0,-1,0
8.2,800,1,1,31,2,3,69.79,0,0,73,3,0,10,0
28.74,548,1,1,61,2,3,84.97,1,0,19,3,1,7,0
21.04,538,3,4,52,0,0,95.03,0,1,39,2,1,9,0
31.16,118,5,2,2,2,3,87.11,1,0,22,2,0,6,1
17.29,216,1,4,62,2,3,141.11,0,1,21,1,1,4,0
25.09,197,4,4,64,0,2,98.46,0,1,39,1,1,1,0
22.79,193,3,3,13,1,1,123.23,0,0,52,3,0,1,0
37.42,138,4,3,49,2,3,98.57,0,1,29,3,1,-1,0
38.31,309,2,2,10,3,3,230.93,0,0,31,3,1,10,0
5.5,312,1,3,14,3,2,250.33,0,0,48,3,1,7,0
3.33,128,1,1,41,2,1,84.28,0,0,60,1,1,3,0
44.76,145,1,3,4,2,2,109.28,0,0,30,3,0,-1,0
51.94,280,2,3,43,1,2,137.94,1,1,71,3,0,10,0
8.88,238,1,3,8,2,1,115.0,0,1,25,0,1,1,0
4.54,159,5,4,14,2,1,132.32,0,1,27,3,1,10,0
21.74,211,2,3,57,2,0,128.24,1,0,46,1,0,-1,0
42.3,97,0,4,39,1,1,146.78,0,0,68,1,1,0,0
84.61,388,0,3,48,0,0,90.96,1,1,30,1,0,10,0
30.36,184,0,4,36,2,3,119.07,0,0,23,3,1,-1,0
14.92,180,7,4,28,3,1,247.13,0,0,47,3,1,-1,0
9.83,341,3,2,12,1,2,97.92,0,0,43,4,0,-1,0
20.27,508,0,4,29,1,3,129.62,2,0,26,0,0,-1,0
15.81,244,1,3,43,3,1,259.44,1,0,60,1,0,-1,0
8.92,157,3,2,29,3,3,226.75,0,0,63,2,0,6,0
103.44,323,2,1,43,2,2,70.77,0,0,27,4,0,10,0
83.78,254,1,1,12,1,1,85.82,0,0,24,3,0,10,0
49.84,304,0,2,70,1,3,116.79,1,1,30,4,0,1,0
9.61,430,1,2,64,0,3,69.24,0,0,53,3,1,2,0
39.81,216,9,4,63,1,3,144.9,2,1,56,3,0,8,0
33.51,500,0,1,50,2,3,79.9,0,0,60,1,0,5,0
28.62,163,0,3,22,3,2,258.42,0,0,25,4,0,0,0
54.58,151,2,3,28,1,1,123.53,0,1,39,2,0,-1,0
33.39,457,2,3,68,2,3,102.26,4,1,20,1,0,-1,0
36.31,333,1,4,38,3,3,266.67,0,0,52,1,0,-1,0
33.43,218,2,2,39,1,1,107.57,0,0,37,3,0,-1,0
26.38,241,1,4,42,2,2,102.17,1,0,46,2,1,1,0
4.82,198,2,2,10,2,1,113.02,0,1,67,4,0,-1,0
21.48,212,3,1,58,3,1,210.16,0,0,32,3,0,-1,0
12.87,103,1,4,45,2,2,129.44,0,0,33,4,0,10,0
7.21,142,1,2,38,2,0,99.69,0,0,55,1,1,3,0
77.13,219,4,1,43,1,1,84.4,2,0,57,2,1,-1,0
80.09,81,0,4,16,1,3,150.56,0,0,49,1,0,3,1
59.58,53,8,3,48,0,3,87.77,0,0,18,3,0,7,0
24.64,79,0,4,32,2,0,131.91,0,0,28,3,1,1,1
59.18,557,1,2,42,2,0,82.17,2,0,50,1,1,-1,0
20.28,800,3,4,51,2,2,132.77,0,0,69,3,0,2,0
23.62,297,6,4,69,1,1,144.13,0,0,72,1,0,-1,0
8.37,216,5,3,23,1,1,117.87,0,1,34,3,1,7,0
27.59,545,3,1,1,1,2,98.02,0,0,29,3,0,-1,0
21.08,113,1,3,61,2,0,129.52,0,0,64,1,0,10,0
7.08,302,0,4,11,1,0,134.8,0,0,45,1,0,7,0
19.28,304,0,2,22,1,1,126.48,0,0,23,3,0,-1,0
18.84,204,1,2,2,2,0,104.55,0,0,50,1,0,7,0
84.61,66,4,2,3,1,0,113.43,0,0,33,2,0,-1,0
41.07,531,1,3,68,2,1,120.62,0,1,58,4,1,6,0
20.27,163,2,3,42,2,0,105.16,0,0,38,4,0,-1,0
24.51,149,1,4,64,2,0,122.0,0,0,43,3,0,-1,0
20.81,84,2,2,55,2,2,98.9,0,0,53,4,0,6,0
17.08,369,2,4,46,2,1,135.4,0,0,50,3,0,6,0
8.45,316,1,2,48,1,1,126.6,2,1,23,3,0,10,0
17.8,357,0,3,21,2,1,113.9,1,0,72,4,1,6,0
11.06,177,5,4,50,3,1,260.29,0,0,24,4,1,8,0
7.39,197,0,4,21,1,1,152.73,0,0,38,1,0,-1,0
30.23,149,4,4,43,1,0,133.65,6,0,38,3,0,-1,0
27.47,288,3,2,52,1,0,115.42,0,0,58,3,0,-1,0
4.81,241,4,3,33,2,2,124.67,0,1,28,4,0,8,0
18.21,195,2,1,31,1,0,86.62,0,0,48,2,0,7,0
44.55,102,1,3,17,2,1,120.69,0,1,58,3,1,-1,0
46.87,194,0,1,11,1,3,85.51,0,1,65,1,1,2,0
45.63,86,0,4,28,1,1,145.76,0,0,36,3,0,1,0
20.72,156,0,1,13,0,3,50.67,0,1,42,1,1,4,0
10.22,136,0,3,27,2,0,114.24,1,0,23,3,0,7,0
8.44,206,3,3,28,3,2,259.42,1,0,23,3,0,10,0
26.46,293,1,4,39,1,2,118.36,0,0,38,3,0,10,0
27.21,217,1,2,34,1,2,116.26,0,0,28,2,0,-1,0
56.25,160,3,3,62,1,2,126.93,0,1,71,1,0,10,0
